,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
746,Central Metrotown Furnished 1 Bed+1 Bath Apartment Rent,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-central-metrotown-furnished-1/6948040375.html,2290,1,691,"

QR Code Link to This Post


The location! Walk to Metrotown SkyTrain station or the mall. Hi-rise unit gives you excellent view of Central Park and City to the west, sea to the south, and mountain in the north horizon. This 690+ sq. Ft with 1 bedroom and 1 bathroom inside equipped with modern, high end appliances, enclosed garage in the underground parking area. 
Rent: $2,290/M, 1 Year Lease
Address: 6658 Dow Ave, Burnaby, V5H 0C7
Sqft: 691	
Bedrooms: 1 Bathrooms: 1
In suite Laundry: yes
Parking: 1 Locker: 1
No smoking and no pets please.
Utilities: Not Include Electricity and Internet
*References and credit/Employment check are required*
Please Text  show contact info
 (Includes word ""Metrotown"") Thank you.
"
747,Charming house with soul. Quiet gardens and views in Vancouver Heights,"225 N. Carleton, Burnaby",2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-charming-house-with-soul-quiet/6948067200.html,3450,3,2000,"

QR Code Link to This Post


This character home has 2 bedrooms upstairs and a kitchen and living room on the main floor.  Downstairs is an office and a bachelor suite (with a small kitchen) that can be used for guests, a third bedroom or a den.  There are 2.5 bathrooms in the house.  New paint and carpet make it bright.  It is pet friendly with a fully fenced yard.  Located on a quiet tree-lined street, this house has a beautiful yard which contains a private courtyard garden.  Stunning views of the North Shore and Capitol Hill can be enjoyed on the spacious back deck.  There is a well maintained garage for a car and/or a great little workshop.  

This home is in a family friendly neighbourhood with many features nearby.  Trendy local merchants on Hastings Street are a short walk to the south.  An outdoor kids pool and playground is one block north, and Confederation Park on Burrard Inlet (one of the best off-leash parks in the Lower Mainland) is just a few blocks east.

This house is perfect for a family / extended family who want to live in a large, quiet, comfortable green space - while still maintaining good access to the city.

Available October 1st. 
One year lease, references, credit check required.  
Pets okay with approval.
No smoking.
Utilities not included.
Please note:  we are not able to reply to inquiries until August 5.
"
748,Need to focus this Summer ??? Office Space for just $1935/month !!!,Metrotown,2-Aug,https://vancouver.craigslist.org/bnc/off/d/burnaby-need-to-focus-this-summer/6948066464.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
**** WELCOME TO REGUS METROTOWN – SUITE 2600 METROTOWER II !!! **** 
All our standard furniture will be provided to maximum safe capacity of office 
Utilities, maintenance, security, heating, etc. 
Full-time business hours reception service (8:30am to 5pm – Mondays to Fridays) 
1 private phone line with unlimited Canada-wide free calling ! 
Internet data -  unlimited devices 
Access to kitchen and all drinks, for you and your visitors 
Any term available (3, 6, 9, 12, 18+ months) 
Hurry !!! - Call us today @  show contact info
 to schedule a tour !!! 
*** PROMO CODE : 1540 - 2630 *** 

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
749,Celebrate Civic Holiday with a new Office Space !!!,Metrotown,2-Aug,https://vancouver.craigslist.org/bnc/off/d/burnaby-celebrate-civic-holiday-with/6948061896.html,1935,,,"

QR Code Link to This Post


Just $1935/month on a 24-month agreement !!!
An interior office with a window into the hallway !!!
Fully Furnished Office in an awesome building !!! 
That’s right – your own private office - all offices come furnished, filing cabinets and a guest chairs.
In addition, you have access to a Ricoh color copier, fax machine, scanner, and unlimited refreshments 
in our business lounge as well as beautifully appointed meeting rooms !!! 
We provide you with office space, technology and administrative services so you can focus on your 
core business. You get all the following and more: 
– Flexible agreement terms 
– Class-A building and amenities 
– Professional staff 
– Internet and phones available 
– Covered parking and 24/7 secured access 
– Meeting rooms with teleconference and videoconferencing capabilities 
For more details & to schedule a tour - please contact  show contact info
 !!! 
*** PROMO CODE : 1540 - 2632 ***

Office space Burnaby -- Burnaby business -- Office rentals Burnaby -- Burnaby  -- Small business Burnaby -- Metrotown offices - Metrotower Offices - virtual offices - part time office- work from home- satellite offices- furnished offices- shared offices- shared space- executive offices - executive space - small office space- flex space- temporary office - short term office- full time office - private office -swing space- daily rentals- hourly rentals- reception service- professional answering service- administrative support - onsite receptionist - managed space - managed offices- meeting rooms    "
750,"7120 BARNET RD, 1046 Sq.ft,2 Bed+ 2 Bath Towhouse For Sale in Burnaby","9-7120 Barnet Rd, Burnaby North",2-Aug,https://vancouver.craigslist.org/bnc/reb/d/burnaby-7120-barnet-rd-1046-sqft2-bed-2/6939924196.html,529900,2,1046,"

QR Code Link to This Post


Quiet 2 Bedroom + 2 Bathroom, 1,046 Sq.Ft., West-facing townhouse at ""Harbour Ridge Terrace"". This well-maintained2-storey home features a spacious living room with a wood-burning fireplace, a kitchen nook with skylights & dining room with glass door that leads to a spectacular large private patio. Sleek laminate flooring throughout and plush carpet in bedrooms. Generously sized bedrooms and lots of storage throughout. Bonus side-by-side parking stalls #71 & #72. Close to SFU, Burnaby North Secondary, Kensington Plaza shopping, transit, parks & recreation. Contact us today for a private showing!

Open House:
Sat July 27th  1- 3 pm

John Tsai Personal Real Estate Corporation
Real Estate Advisor|Team Leader of The John Tsai Group

MLS President's Club Member (Top 1% of Greater Vancouver) 2015 - 2018
MLS Master Medallion Club Member (Top 10% of Greater Vancouver) 2010 - 2018

eXp Realty
151 West Hastings St
Vancouver, BC V6B 1H4

M:  show contact info

Email:  show contact info

"
751,Brand New High End 2 Bed and 2 Bath for Rent - Escala High Rise,Brentwood Burnaby (Gilmore sky train),2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-high-end-2-bed-and-2/6945412348.html,2800,2,949,"

QR Code Link to This Post


Available September 1

Brand new Air Conditioned 2 BEDROOM 2 BATHROOM at Escala. Located in the vibrant Brentwood neighbourhood of Burnaby, experience a new level of luxury living. 

31st floor with astonishing view, 949 sqft, city, water and mountain views, high ceiling (9ft).

Features:
2 bedrooms 
2 full baths
Brand new
Unfurnished rental
Air conditioning 
Large balcony
Walk-in closet
Premium appliances: Stainless Steel gas stove, oven, fridge, microwave, dishwasher, front load washer/dryer
Quartz countertops
Hardwood floors
Hot water included
1 underground parking space 
1 Storage locker

1 year lease required
No smoking
No pets

With 15,000 square feet of amenities inspired by the worlds finest hotels, Club Escala takes luxurious living to a whole new level. 5 star amenities include:
Indoor Pool & Spa
Steam and Sauna Rooms
Private Fitness Room & Yoga Studio
Stylish Fireside Social Lounge
State of the Art Catering Kitchen
Billiards and Ping Pong Tables
Movie Theatre
Music Room
Two Private Hotel-Style Guest Suites
Resident Only Concierge

More about the location:
- Minutes walking distance from Gilmore Sky Train station
- 5 mins walk to Amazing Brentwood, Whole Foods, Home Depot, Costco and many restaurants/stores
- Close to BCIT and SFU Burnaby campuses

$2800 (plus utilities) per month for 1 year lease
1-year free TELUS TV and Internet with a 2-year agreement with TELUS (if interested)

APPLY: Please email if interested. 
References, confirmation of employment and credit check are required 

Thank you.
"
752,whole house for rent close Mertrotown,N/A,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/whole-house-for-rent-close-mertrotown/6944467186.html,2700,4,2400,"

QR Code Link to This Post


whole house with beautiful view in quiet area 

15 mins Walking  to Metrotown
close to everything 
Lot size: 8600 sqft
Living size: 2400 
4 bedrooms
1 bathrooms


Fridge, stove, dishwasher washer and dryer.
one year lease, personal reference and credit check may required

$2700 plus Utilities
"
753,1 Furnished Room 1 min walk from SKYTRAIN and METROTOWN MALL,Burnaby,2-Aug,https://vancouver.craigslist.org/bnc/roo/d/1-furnished-room-1-min-walk-from/6948045645.html,730,,,"

QR Code Link to This Post


1 room available in a bright and comfortable 3 bedroom apartment close to Metrotown Skytrain station.

Utilities included.

Female only.

The rent is $730/month.

Fully furnished (bed, closet, shelves, desk and office chair).

Hardwood floor. 

Available from June 1.

Very convenient. 1 min walk from Metrotown Mall, Skytrain and Bus Loop. 20 min from Downtown, Surrey SFU Campus and Art Institute of Vancouver. 35 min from Richmond and UBC.

Student or working person preferred. Age between 19 to 30. At least 6 months stay.

No parties. No drugs.

To make a viewing appointment, please text your info to Dominic 77eight two3nine two33eight or email through the craigslist reply.

Thank you.    "
754,Metrotown High-rise Apartment,Metrotown,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-high-rise-apartment/6948042770.html,2000,1,550,"

QR Code Link to This Post


MET2 on Nelson Ave, 
One year new apartment, 1 bedroom + a small den
full kitchen appliance, washer+dryer, air condition 
looking for long-term renters
very close to skytrain stations, metro mall, restaurants, grocery, and drug store.   
open showing this Saturday August  3rd 2019.
No pets, No party, and No smoking nor No Vaping.
"
755,Specious 1BR AP uptown central,New Westminster,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-specious-1br-ap-uptown/6948041077.html,1550,1,720,"

QR Code Link to This Post


Corner bright unit, located in the second floor of 3 story lowrise building in the central uptown New West. Across from Walmart, Mall and other shopping centers. Location is perfect for a person who needs to reside in the middle of coffee shops, Tim Horton, and Save on Food. This unit apartment has been upgraded with a clean look . Monthly rent of $1550 included hot water, heat and extra Storage room, access to laundry machines. NO PET. AVAILABLE IMMEDIATELY. Parking is can be rented separately if required.
Plz email your contact number if you are serious or text  show contact info
 for booking an appointment to view.
Please do NOT contact me with unsolicited services or offers    "
756,New Westminster Newly Apartments NOW RENTING,N/A,2-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-new-westminster-newly/6946523084.html,2219,2,,"

QR Code Link to This Post


It is very convenient to go to Douglas College, SFU and Coquitlam College. Just steps away from grocery, coffee shops, restaurants, transit and quick transportation routes. The building is well equipped with gym, Sauna Room, Study Room and Party Room. 

-Open Concept Living Room and Kitchen 
-High-End Appliances; In-Suite Laundry
-Gym&Party Room
-Secure Parking; Bike Storage

10 mins drive to Surrey Centre; 15 mins drive to Metrotown. 
Private amenities building offers a fully equipped gym and more! 
Lots of potential community to live in.

One year lease minimum. 
Pets Friendly. 
No smoking, no drugs；


References and credit check will be required.
Property leased up by Hooli Homes Real Estate LTD.
Please text Leasing Agent Shun at  show contact info
 for viewing, your brief information would be appreciated.    "
